months,value
-38.0,5.75 
-38.0,5.75 
-38.0,5.75 
-37.9,5.75 
-37.9,5.75 
-37.9,5.75 
-37.8,5.75 
-37.8,5.75 
-37.8,5.75 
-37.7,5.75 
-37.7,5.75 
-37.7,7.49 
-37.7,7.51 
-37.6,7.51 
-37.6,7.58 
-37.6,7.58 
-37.5,7.60 
-37.5,7.60 
-37.5,7.60 
-37.4,7.60 
-37.4,7.60 
-37.4,7.71 
-37.3,7.71 
-37.3,7.71 
-37.3,7.71 
-37.2,7.71 
-37.2,7.71 
-37.2,7.71 
-37.1,7.71 
-37.1,7.71 
-37.1,7.71 
-37.0,7.71 
-37.0,7.71 
-37.0,7.71 
-36.9,7.71 
-36.9,7.76 
-36.9,7.76 
-36.8,7.76 
-36.8,7.76 
-36.8,7.76 
-36.7,7.76 
-36.7,7.76 
-36.7,7.76 
-36.6,7.76 
-36.6,7.76 
-36.6,7.76 
-36.5,7.76 
-36.5,7.76 
-36.5,7.76 
-36.4,7.76 
-36.4,7.76 
-36.4,7.76 
-36.3,7.76 
-36.3,7.76 
-36.3,7.76 
-36.2,7.76 
-36.2,7.76 
-36.2,7.76 
-36.1,7.76 
-36.1,7.76 
-36.1,7.76 
-36.0,7.76 
-36.0,7.76 
-36.0,7.76 
-35.9,7.76 
-35.9,7.76 
-35.9,7.79 
-35.8,7.79 
-35.8,7.79 
-35.8,7.79 
-35.7,7.79 
-35.7,7.79 
-35.7,7.79 
-35.6,7.79 
-35.6,7.79 
-35.6,7.79 
-35.5,7.79 
-35.5,7.81 
-35.5,7.98 
-35.4,7.98 
-35.4,8.04 
-35.4,8.04 
-35.4,8.04 
-35.3,8.10 
-35.3,8.10 
-35.3,8.10 
-35.2,8.10 
-35.2,8.10 
-35.2,8.10 
-35.1,8.10 
-35.1,8.10 
-35.1,8.10 
-35.0,8.10 
-35.0,8.17 
-35.0,8.17 
-34.9,8.17 
-34.9,8.17 
-34.9,8.17 
-34.8,8.17 
-34.8,8.17 
-34.8,8.19 
-34.7,8.19 
-34.7,8.64 
-34.7,8.64 
-34.6,8.64 
-34.6,8.64 
-34.6,8.64 
-34.5,8.64 
-34.5,8.64 
-34.5,8.64 
-34.4,8.64 
-34.4,8.64 
-34.4,8.64 
-34.3,8.64 
-34.3,8.64 
-34.3,8.64 
-34.2,8.64 
-34.2,9.62 
-34.2,9.62 
-34.1,9.62 
-34.1,9.62 
-34.1,9.62 
-34.0,9.62 
-34.0,9.62 
-34.0,9.62 
-33.9,9.62 
-33.9,9.62 
-33.9,9.64 
-33.8,9.64 
-33.8,9.64 
-33.8,9.64 
-33.7,9.70 
-33.7,9.70 
-33.7,9.70 
-33.6,9.74 
-33.6,9.74 
-33.6,9.74 
-33.5,9.74 
-33.5,9.74 
-33.5,9.71 
-33.4,9.71 
-33.4,9.71 
-33.4,9.71 
-33.3,9.71 
-33.3,9.71 
-33.3,9.71 
-33.2,9.71 
-33.2,9.71 
-33.2,9.71 
-33.1,9.71 
-33.1,9.71 
-33.1,9.71 
-33.1,9.71 
-33.0,9.71 
-33.0,9.71 
-33.0,9.71 
-32.9,9.71 
-32.9,9.71 
-32.9,9.71 
-32.8,9.71 
-32.8,9.71 
-32.8,9.71 
-32.7,9.71 
-32.7,9.71 
-32.7,9.71 
-32.6,9.71 
-32.6,9.75 
-32.6,9.83 
-32.5,9.83 
-32.5,9.91 
-32.5,9.91 
-32.4,9.91 
-32.4,9.91 
-32.4,9.95 
-32.3,9.95 
-32.3,9.95 
-32.3,9.95 
-32.2,9.95 
-32.2,10.20 
-32.2,10.20 
-32.1,10.20 
-32.1,10.20 
-32.1,10.20 
-32.0,10.21 
-32.0,10.21 
-32.0,10.21 
-31.9,10.21 
-31.9,10.21 
-31.9,10.21 
-31.8,10.21 
-31.8,10.21 
-31.8,10.21 
-31.7,10.21 
-31.7,10.21 
-31.7,10.21 
-31.6,10.21 
-31.6,10.21 
-31.6,10.21 
-31.5,10.21 
-31.5,10.21 
-31.5,10.21 
-31.4,10.21 
-31.4,10.21 
-31.4,10.21 
-31.3,10.21 
-31.3,10.21 
-31.3,10.21 
-31.2,10.21 
-31.2,10.21 
-31.2,10.21 
-31.1,10.21 
-31.1,10.21 
-31.1,10.21 
-31.0,10.21 
-31.0,10.36 
-31.0,10.36 
-30.9,10.36 
-30.9,10.42 
-30.9,10.42 
-30.9,10.51 
-30.8,10.51 
-30.8,10.51 
-30.8,10.51 
-30.7,10.51 
-30.7,10.56 
-30.7,10.56 
-30.6,10.56 
-30.6,10.56 
-30.6,10.56 
-30.5,10.56 
-30.5,10.59 
-30.5,10.59 
-30.4,10.59 
-30.4,10.59 
-30.4,10.59 
-30.3,10.69 
-30.3,10.69 
-30.3,10.69 
-30.2,10.69 
-30.2,10.69 
-30.2,10.69 
-30.1,10.69 
-30.1,10.69 
-30.1,10.69 
-30.0,10.69 
-30.0,10.69 
-30.0,10.69 
-29.9,10.69 
-29.9,10.69 
-29.9,10.69 
-29.8,10.69 
-29.8,10.69 
-29.8,10.69 
-29.7,10.69 
-29.7,10.69 
-29.7,10.69 
-29.6,10.69 
-29.6,10.69 
-29.6,10.69 
-29.5,10.69 
-29.5,10.69 
-29.5,10.69 
-29.4,10.79 
-29.4,10.79 
-29.4,10.79 
-29.3,10.79 
-29.3,10.79 
-29.3,10.79 
-29.2,10.79 
-29.2,10.79 
-29.2,10.79 
-29.1,10.79 
-29.1,10.79 
-29.1,10.79 
-29.0,10.79 
-29.0,10.79 
-29.0,10.79 
-28.9,10.79 
-28.9,10.79 
-28.9,10.79 
-28.8,10.79 
-28.8,10.79 
-28.8,10.82 
-28.7,10.82 
-28.7,10.82 
-28.7,10.82 
-28.6,10.82 
-28.6,10.82 
-28.6,10.82 
-28.6,10.82 
-28.5,10.82 
-28.5,10.82 
-28.5,10.87 
-28.4,10.87 
-28.4,10.87 
-28.4,10.87 
-28.3,10.87 
-28.3,10.87 
-28.3,12.64 
-28.2,12.64 
-28.2,12.64 
-28.2,12.64 
-28.1,12.64 
-28.1,12.64 
-28.1,12.64 
-28.0,12.64 
-28.0,12.64 
-28.0,12.64 
-27.9,12.64 
-27.9,12.64 
-27.9,12.64 
-27.8,12.64 
-27.8,12.64 
-27.8,12.64 
-27.7,12.64 
-27.7,12.64 
-27.7,12.64 
-27.6,12.64 
-27.6,12.64 
-27.6,12.64 
-27.5,12.64 
-27.5,12.93 
-27.5,12.93 
-27.4,12.92 
-27.4,12.92 
-27.4,12.92 
-27.3,12.92 
-27.3,12.92 
-27.3,12.92 
-27.2,12.92 
-27.2,12.92 
-27.2,12.92 
-27.1,12.92 
-27.1,12.92 
-27.1,12.92 
-27.0,12.92 
-27.0,12.92 
-27.0,12.92 
-26.9,12.92 
-26.9,12.92 
-26.9,12.92 
-26.8,12.92 
-26.8,12.92 
-26.8,12.92 
-26.7,12.92 
-26.7,12.92 
-26.7,12.92 
-26.6,12.92 
-26.6,12.92 
-26.6,12.91 
-26.5,12.91 
-26.5,12.91 
-26.5,12.91 
-26.4,12.91 
-26.4,12.91 
-26.4,12.91 
-26.3,12.91 
-26.3,12.91 
-26.3,12.91 
-26.3,12.91 
-26.2,12.91 
-26.2,12.91 
-26.2,12.91 
-26.1,12.91 
-26.1,12.91 
-26.1,12.91 
-26.0,12.91 
-26.0,13.02 
-26.0,13.02 
-25.9,13.02 
-25.9,13.02 
-25.9,13.02 
-25.8,13.02 
-25.8,13.02 
-25.8,13.02 
-25.7,13.02 
-25.7,13.02 
-25.7,13.02 
-25.6,13.02 
-25.6,13.02 
-25.6,13.02 
-25.5,13.02 
-25.5,13.02 
-25.5,13.02 
-25.4,13.02 
-25.4,13.02 
-25.4,13.02 
-25.3,13.02 
-25.3,13.02 
-25.3,13.02 
-25.2,13.02 
-25.2,13.02 
-25.2,13.02 
-25.1,13.02 
-25.1,13.02 
-25.1,13.11 
-25.0,13.11 
-25.0,13.11 
-25.0,13.11 
-24.9,13.11 
-24.9,13.11 
-24.9,13.17 
-24.8,13.17 
-24.8,13.17 
-24.8,13.17 
-24.7,13.17 
-24.7,13.21 
-24.7,13.21 
-24.6,13.21 
-24.6,13.21 
-24.6,13.21 
-24.5,13.21 
-24.5,13.21 
-24.5,13.21 
-24.4,13.21 
-24.4,13.21 
-24.4,13.21 
-24.3,13.21 
-24.3,13.21 
-24.3,13.21 
-24.2,13.21 
-24.2,13.21 
-24.2,13.21 
-24.1,13.21 
-24.1,13.21 
-24.1,13.21 
-24.0,13.21 
-24.0,13.21 
-24.0,13.21 
-24.0,13.21 
-23.9,13.21 
-23.9,13.21 
-23.9,13.21 
-23.8,13.21 
-23.8,13.21 
-23.8,13.21 
-23.7,13.21 
-23.7,13.21 
-23.7,13.21 
-23.6,13.21 
-23.6,13.21 
-23.6,13.21 
-23.5,13.21 
-23.5,13.21 
-23.5,13.21 
-23.4,13.21 
-23.4,13.29 
-23.4,13.29 
-23.3,13.44 
-23.3,13.44 
-23.3,13.44 
-23.2,13.55 
-23.2,13.55 
-23.2,13.82 
-23.1,13.82 
-23.1,13.82 
-23.1,13.82 
-23.0,13.82 
-23.0,13.83 
-23.0,13.83 
-22.9,13.83 
-22.9,13.83 
-22.9,13.83 
-22.8,13.83 
-22.8,13.83 
-22.8,13.83 
-22.7,13.83 
-22.7,13.83 
-22.7,13.83 
-22.6,13.95 
-22.6,13.95 
-22.6,13.95 
-22.5,14.06 
-22.5,14.06 
-22.5,14.06 
-22.4,14.06 
-22.4,14.06 
-22.4,14.06 
-22.3,14.06 
-22.3,14.06 
-22.3,14.06 
-22.2,14.06 
-22.2,14.06 
-22.2,14.06 
-22.1,14.06 
-22.1,14.06 
-22.1,14.06 
-22.0,14.06 
-22.0,14.06 
-22.0,14.06 
-21.9,14.06 
-21.9,14.06 
-21.9,14.06 
-21.8,14.09 
-21.8,14.09 
-21.8,14.09 
-21.7,14.17 
-21.7,14.17 
-21.7,14.17 
-21.7,14.17 
-21.6,14.22 
-21.6,14.22 
-21.6,14.22 
-21.5,14.22 
-21.5,14.22 
-21.5,14.22 
-21.4,14.22 
-21.4,14.22 
-21.4,15.25 
-21.3,15.25 
-21.3,15.25 
-21.3,15.25 
-21.2,15.25 
-21.2,15.25 
-21.2,15.25 
-21.1,15.25 
-21.1,15.25 
-21.1,15.25 
-21.0,15.25 
-21.0,15.25 
-21.0,15.25 
-20.9,15.25 
-20.9,15.25 
-20.9,15.36 
-20.8,15.36 
-20.8,15.36 
-20.8,15.36 
-20.7,15.36 
-20.7,15.36 
-20.7,15.36 
-20.6,15.36 
-20.6,15.36 
-20.6,15.36 
-20.5,15.41 
-20.5,15.41 
-20.5,15.41 
-20.4,15.41 
-20.4,15.60 
-20.4,15.60 
-20.3,15.60 
-20.3,15.60 
-20.3,15.60 
-20.2,15.60 
-20.2,15.60 
-20.2,15.60 
-20.1,15.60 
-20.1,15.60 
-20.1,15.60 
-20.0,15.60 
-20.0,15.60 
-20.0,15.60 
-19.9,15.60 
-19.9,15.60 
-19.9,15.63 
-19.8,15.63 
-19.8,15.63 
-19.8,15.63 
-19.7,15.63 
-19.7,15.63 
-19.7,15.63 
-19.6,15.63 
-19.6,15.63 
-19.6,15.63 
-19.5,15.63 
-19.5,15.63 
-19.5,15.63 
-19.4,15.63 
-19.4,15.63 
-19.4,15.63 
-19.4,16.11 
-19.3,16.11 
-19.3,16.11 
-19.3,16.11 
-19.2,16.11 
-19.2,16.11 
-19.2,16.11 
-19.1,16.11 
-19.1,16.11 
-19.1,16.11 
-19.0,16.11 
-19.0,16.11 
-19.0,16.11 
-18.9,16.11 
-18.9,16.11 
-18.9,16.11 
-18.8,16.11 
-18.8,16.89 
-18.8,16.89 
-18.7,16.89 
-18.7,16.89 
-18.7,16.89 
-18.6,17.33 
-18.6,17.55 
-18.6,17.55 
-18.5,17.55 
-18.5,17.55 
-18.5,17.55 
-18.4,17.55 
-18.4,17.55 
-18.4,17.55 
-18.3,17.55 
-18.3,17.55 
-18.3,17.55 
-18.2,17.55 
-18.2,18.42 
-18.2,18.42 
-18.1,18.42 
-18.1,18.42 
-18.1,18.42 
-18.0,18.42 
-18.0,18.42 
-18.0,18.42 
-17.9,18.42 
-17.9,18.52 
-17.9,18.52 
-17.8,18.52 
-17.8,18.52 
-17.8,18.59 
-17.7,18.59 
-17.7,18.59 
-17.7,18.59 
-17.6,18.59 
-17.6,18.59 
-17.6,18.59 
-17.5,18.59 
-17.5,18.59 
-17.5,18.59 
-17.4,18.59 
-17.4,18.59 
-17.4,18.76 
-17.3,18.76 
-17.3,18.76 
-17.3,18.76 
-17.2,18.76 
-17.2,18.76 
-17.2,18.76 
-17.1,18.76 
-17.1,18.76 
-17.1,18.76 
-17.1,18.76 
-17.0,18.76 
-17.0,18.76 
-17.0,18.76 
-16.9,18.76 
-16.9,18.90 
-16.9,18.90 
-16.8,18.90 
-16.8,18.90 
-16.8,18.90 
-16.7,18.91 
-16.7,18.91 
-16.7,18.91 
-16.6,18.91 
-16.6,18.91 
-16.6,18.91 
-16.5,19.00 
-16.5,19.00 
-16.5,19.00 
-16.4,19.00 
-16.4,19.10 
-16.4,19.10 
-16.3,19.10 
-16.3,19.10 
-16.3,19.10 
-16.2,19.10 
-16.2,19.10 
-16.2,19.10 
-16.1,19.10 
-16.1,19.10 
-16.1,19.10 
-16.0,19.10 
-16.0,19.10 
-16.0,19.10 
-15.9,19.10 
-15.9,19.10 
-15.9,19.10 
-15.8,19.10 
-15.8,19.10 
-15.8,19.10 
-15.7,19.10 
-15.7,19.10 
-15.7,19.10 
-15.6,19.18 
-15.6,19.54 
-15.6,19.54 
-15.5,19.54 
-15.5,19.54 
-15.5,19.54 
-15.4,19.71 
-15.4,19.71 
-15.4,19.71 
-15.3,19.71 
-15.3,19.71 
-15.3,19.71 
-15.2,19.71 
-15.2,19.74 
-15.2,19.74 
-15.1,19.74 
-15.1,19.74 
-15.1,19.74 
-15.0,19.74 
-15.0,19.74 
-15.0,19.74 
-14.9,19.74 
-14.9,19.74 
-14.9,19.74 
-14.9,19.74 
-14.8,19.74 
-14.8,19.74 
-14.8,19.74 
-14.7,19.74 
-14.7,19.74 
-14.7,19.77 
-14.6,19.77 
-14.6,19.77 
-14.6,19.82 
-14.5,19.82 
-14.5,19.82 
-14.5,19.82 
-14.4,19.82 
-14.4,19.82 
-14.4,19.82 
-14.3,19.82 
-14.3,19.82 
-14.3,19.82 
-14.2,19.82 
-14.2,19.82 
-14.2,19.82 
-14.1,19.82 
-14.1,19.82 
-14.1,19.82 
-14.0,19.82 
-14.0,19.82 
-14.0,19.82 
-13.9,20.09 
-13.9,20.09 
-13.9,20.09 
-13.8,20.09 
-13.8,20.09 
-13.8,20.09 
-13.7,20.09 
-13.7,20.09 
-13.7,20.09 
-13.6,20.09 
-13.6,21.22 
-13.6,21.22 
-13.5,21.22 
-13.5,21.24 
-13.5,21.24 
-13.4,21.24 
-13.4,21.24 
-13.4,21.24 
-13.3,21.24 
-13.3,21.57 
-13.3,21.57 
-13.2,21.57 
-13.2,21.57 
-13.2,21.88 
-13.1,21.88 
-13.1,21.88 
-13.1,21.88 
-13.0,21.88 
-13.0,21.88 
-13.0,21.88 
-12.9,21.88 
-12.9,21.88 
-12.9,21.88 
-12.8,21.88 
-12.8,21.88 
-12.8,21.88 
-12.7,21.97 
-12.7,22.29 
-12.7,22.29 
-12.6,22.29 
-12.6,22.29 
-12.6,22.29 
-12.6,22.29 
-12.5,22.29 
-12.5,22.30 
-12.5,22.42 
-12.4,22.42 
-12.4,22.42 
-12.4,22.42 
-12.3,22.42 
-12.3,22.42 
-12.3,22.42 
-12.2,22.42 
-12.2,22.42 
-12.2,22.42 
-12.1,22.42 
-12.1,22.42 
-12.1,22.42 
-12.0,22.42 
-12.0,22.42 
-12.0,22.42 
-11.9,22.42 
-11.9,22.42 
-11.9,22.42 
-11.8,22.42 
-11.8,22.42 
-11.8,22.42 
-11.7,22.42 
-11.7,22.42 
-11.7,22.42 
-11.6,22.42 
-11.6,22.42 
-11.6,22.42 
-11.5,22.42 
-11.5,22.42 
-11.5,22.42 
-11.4,22.42 
-11.4,22.42 
-11.4,22.42 
-11.3,22.42 
-11.3,22.42 
-11.3,22.42 
-11.2,22.42 
-11.2,22.42 
-11.2,22.42 
-11.1,22.42 
-11.1,22.42 
-11.1,22.42 
-11.0,22.42 
-11.0,22.42 
-11.0,22.42 
-10.9,22.42 
-10.9,22.42 
-10.9,22.42 
-10.8,22.42 
-10.8,22.42 
-10.8,22.42 
-10.7,22.42 
-10.7,22.42 
-10.7,22.42 
-10.6,22.42 
-10.6,22.42 
-10.6,22.42 
-10.5,22.42 
-10.5,22.42 
-10.5,22.67 
-10.4,22.67 
-10.4,22.67 
-10.4,22.67 
-10.3,22.67 
-10.3,22.67 
-10.3,22.67 
-10.3,22.67 
-10.2,22.67 
-10.2,22.67 
-10.2,22.67 
-10.1,22.67 
-10.1,22.67 
-10.1,22.67 
-10.0,22.67 
-10.0,22.67 
-10.0,22.67 
-9.9,22.67 
-9.9,22.67 
-9.9,22.72 
-9.8,22.72 
-9.8,22.72 
-9.8,22.72 
-9.7,22.72 
-9.7,22.72 
-9.7,22.72 
-9.6,22.74 
-9.6,22.74 
-9.6,22.74 
-9.5,22.74 
-9.5,22.74 
-9.5,22.74 
-9.4,22.74 
-9.4,22.74 
-9.4,22.74 
-9.3,22.74 
-9.3,22.74 
-9.3,22.74 
-9.2,22.74 
-9.2,22.74 
-9.2,22.74 
-9.1,22.74 
-9.1,22.74 
-9.1,22.74 
-9.0,22.74 
-9.0,22.74 
-9.0,22.74 
-8.9,22.74 
-8.9,22.74 
-8.9,22.74 
-8.8,22.74 
-8.8,22.68 
-8.8,22.68 
-8.7,22.68 
-8.7,22.68 
-8.7,22.68 
-8.6,22.68 
-8.6,23.09 
-8.6,23.09 
-8.5,23.09 
-8.5,23.09 
-8.5,23.09 
-8.4,23.09 
-8.4,23.09 
-8.4,23.35 
-8.3,23.35 
-8.3,23.35 
-8.3,23.68 
-8.2,23.68 
-8.2,23.68 
-8.2,23.71 
-8.1,23.71 
-8.1,23.71 
-8.1,23.71 
-8.0,23.71 
-8.0,23.71 
-8.0,23.71 
-8.0,23.71 
-7.9,23.71 
-7.9,23.71 
-7.9,23.71 
-7.8,23.71 
-7.8,23.75 
-7.8,23.75 
-7.7,23.75 
-7.7,23.75 
-7.7,23.75 
-7.6,23.83 
-7.6,23.83 
-7.6,23.83 
-7.5,23.83 
-7.5,23.86 
-7.5,23.86 
-7.4,23.86 
-7.4,23.86 
-7.4,23.86 
-7.3,23.86 
-7.3,23.86 
-7.3,23.86 
-7.2,23.86 
-7.2,23.86 
-7.2,23.86 
-7.1,23.86 
-7.1,23.86 
-7.1,24.39 
-7.0,24.39 
-7.0,24.39 
-7.0,24.39 
-6.9,24.39 
-6.9,24.39 
-6.9,24.39 
-6.8,24.39 
-6.8,24.39 
-6.8,24.18 
-6.7,24.18 
-6.7,24.18 
-6.7,24.18 
-6.6,24.18 
-6.6,24.18 
-6.6,24.18 
-6.5,24.18 
-6.5,24.18 
-6.5,24.18 
-6.4,24.18 
-6.4,24.18 
-6.4,24.18 
-6.3,24.28 
-6.3,24.28 
-6.3,24.28 
-6.2,24.28 
-6.2,24.28 
-6.2,24.28 
-6.1,24.28 
-6.1,24.28 
-6.1,24.28 
-6.0,24.28 
-6.0,24.28 
-6.0,24.28 
-5.9,24.28 
-5.9,24.28 
-5.9,24.28 
-5.8,24.28 
-5.8,24.28 
-5.8,24.28 
-5.7,24.28 
-5.7,24.28 
-5.7,24.28 
-5.7,24.28 
-5.6,24.28 
-5.6,24.28 
-5.6,24.28 
-5.5,24.28 
-5.5,24.28 
-5.5,24.28 
-5.4,24.28 
-5.4,24.28 
-5.4,24.28 
-5.3,24.28 
-5.3,24.50 
-5.3,24.50 
-5.2,24.50 
-5.2,24.50 
-5.2,24.50 
-5.1,24.50 
-5.1,24.50 
-5.1,24.50 
-5.0,24.50 
-5.0,24.50 
-5.0,24.50 
-4.9,24.50 
-4.9,24.50 
-4.9,24.50 
-4.8,24.50 
-4.8,24.50 
-4.8,24.50 
-4.7,24.50 
-4.7,24.50 
-4.7,24.50 
-4.6,24.52 
-4.6,24.52 
-4.6,24.52 
-4.5,24.54 
-4.5,24.54 
-4.5,24.54 
-4.4,24.54 
-4.4,24.54 
-4.4,24.54 
-4.3,24.54 
-4.3,24.54 
-4.3,24.54 
-4.2,24.54 
-4.2,24.54 
-4.2,24.54 
-4.1,24.54 
-4.1,24.54 
-4.1,24.54 
-4.0,24.54 
-4.0,24.54 
-4.0,24.54 
-3.9,24.54 
-3.9,24.54 
-3.9,24.54 
-3.8,24.54 
-3.8,24.54 
-3.8,24.54 
-3.7,24.54 
-3.7,24.54 
-3.7,24.54 
-3.6,24.54 
-3.6,24.54 
-3.6,25.74 
-3.5,25.74 
-3.5,25.74 
-3.5,25.74 
-3.4,25.74 
-3.4,25.74 
-3.4,25.74 
-3.4,25.74 
-3.3,25.86 
-3.3,25.86 
-3.3,25.86 
-3.2,25.86 
-3.2,25.86 
-3.2,25.86 
-3.1,25.86 
-3.1,25.86 
-3.1,25.86 
-3.0,25.86 
-3.0,25.86 
-3.0,25.86 
-2.9,25.86 
-2.9,25.82 
-2.9,25.82 
-2.8,25.82 
-2.8,25.82 
-2.8,25.82 
-2.7,25.82 
-2.7,32.34 
-2.7,32.34 
-2.6,32.34 
-2.6,32.34 
-2.6,32.34 
-2.5,32.34 
-2.5,32.34 
-2.5,32.39 
-2.4,32.39 
-2.4,32.39 
-2.4,32.39 
-2.3,32.39 
-2.3,32.39 
-2.3,32.39 
-2.2,32.39 
-2.2,32.39 
-2.2,32.39 
-2.1,32.32 
-2.1,32.32 
-2.1,32.32 
-2.0,32.32 
-2.0,32.32 
-2.0,32.32 
-1.9,32.32 
-1.9,32.32 
-1.9,32.32 
-1.8,32.32 
-1.8,32.32 
-1.8,32.32 
-1.7,32.32 
-1.7,32.32 
-1.7,32.32 
-1.6,32.32 
-1.6,32.32 
-1.6,32.32 
-1.5,32.32 
-1.5,32.32 
-1.5,32.32 
-1.4,32.32 
-1.4,32.32 
-1.4,32.32 
-1.3,32.32 
-1.3,32.32 
-1.3,32.32 
-1.2,32.32 
-1.2,32.32 
-1.2,32.32 
-1.1,32.32 
-1.1,32.32 
-1.1,32.32 
-1.1,32.32 
-1.0,32.32 
-1.0,32.32 
-1.0,32.32 
-0.9,32.32 
-0.9,32.32 
-0.9,32.32 
-0.8,32.32 
-0.8,32.32 
-0.8,32.32 
-0.7,32.32 
-0.7,32.32 
-0.7,32.32 
-0.6,32.32 
-0.6,32.32 
-0.6,32.32 
-0.5,32.30 
-0.5,32.30 
-0.5,32.30 
-0.4,32.30 
-0.4,32.30 
-0.4,32.30 
-0.3,32.30 
-0.3,32.30 
-0.3,32.30 
-0.2,32.30 
-0.2,32.30 
-0.2,32.30 
-0.1,32.30 
-0.1,32.30 
-0.1,32.30 
-0.0,32.30 
0.0 ,43.94 
